山东省2020年普通类常规批第1次志愿投档情况表,,,,,,,,
专业,院校,普通类,,,,,,
,,计划数,投档计划数,投出数,最低分,最低位次,,
02学前教育,D125陕西服装工程学院,4,4,4,467,238127,,
17会计学,D125陕西服装工程学院,4,4,4,466,238648,,
1A计算机科学与技术,D198大连理工大学城市学院,2,2,2,506,158400,,
1B软件工程,D198大连理工大学城市学院,3,3,3,491,188091,,
2A电气工程及其自动化,D198大连理工大学城市学院,2,2,2,484,202737,,
2B电子信息工程,D198大连理工大学城市学院,2,2,2,482,205973,,
3C工商管理,D198大连理工大学城市学院,1,1,1,485,200529,,
3D市场营销,D198大连理工大学城市学院,1,1,1,490,190950,,
3F物流管理,D198大连理工大学城市学院,1,1,1,473,225887,,
4A土木工程,D198大连理工大学城市学院,1,1,1,472,226654,,
4B测绘工程,D198大连理工大学城市学院,1,1,1,481,208149,,
4D建筑学,D198大连理工大学城市学院,1,1,1,481,208171,,
1A会计学,D218大连财经学院,4,4,4,515,139783,,
2D金融学,D218大连财经学院,6,6,6,505,159117,,
06会计学,D235武汉科技大学城市学院,1,1,1,488,193652,,
08土木工程,D235武汉科技大学城市学院,1,1,1,579,45376,,
22电气工程及其自动化,D235武汉科技大学城市学院,1,1,1,489,192463,,
04电气工程及其自动化（电力系统方向）,D236三峡大学科技学院,3,3,3,478,214037,,
11临床医学,D236三峡大学科技学院,6,6,6,490,190505,,
16金融学,D236三峡大学科技学院,2,2,2,481,209250,,
17财务管理,D236三峡大学科技学院,2,2,2,482,206491,,
01机械设计制造及其自动化,D238湖北工业大学工程技术学院,5,5,5,471,228181,,
07电气工程及其自动化,D238湖北工业大学工程技术学院,5,5,5,471,228453,,
13土木工程,D238湖北工业大学工程技术学院,5,5,5,470,231158,,
24财务管理,D238湖北工业大学工程技术学院,3,3,3,477,217795,,
26金融学,D238湖北工业大学工程技术学院,3,3,3,477,217523,,
09通信工程,D239武汉工程大学邮电与信息工程学院,1,1,1,562,64118,,
0A通信工程（移动通信方向）,D239武汉工程大学邮电与信息工程学院,1,1,1,477,216391,,
0B网络工程（物联网方向）,D239武汉工程大学邮电与信息工程学院,2,2,2,484,202051,,
0G制药工程,D239武汉工程大学邮电与信息工程学院,2,2,2,491,188054,,
0K会计学,D239武汉工程大学邮电与信息工程学院,2,2,2,484,202708,,
0P土木工程（道路与桥梁工程方向）,D239武汉工程大学邮电与信息工程学院,2,2,2,468,234228,,
07英语,D240武汉纺织大学外经贸学院,1,1,1,478,215287,,
10计算机科学与技术,D240武汉纺织大学外经贸学院,1,1,1,469,232798,,
81会计学（注册会计师方向）,D240武汉纺织大学外经贸学院,1,1,1,481,209569,,
02旅游管理,D242武汉工商学院,3,3,3,478,214724,,
16电子商务,D242武汉工商学院,2,2,2,480,211355,,
01机械设计制造及其自动化,D248湖北汽车工业学院科技学院,2,2,2,473,225286,,
07电气工程及其自动化,D248湖北汽车工业学院科技学院,1,1,1,472,226386,,
08电子信息工程（汽车电子）,D248湖北汽车工业学院科技学院,1,1,1,471,229795,,
0C车辆工程,D248湖北汽车工业学院科技学院,2,2,2,469,232146,,
0G财务管理,D248湖北汽车工业学院科技学院,1,1,1,478,214994,,
0H信息管理与信息系统（大数据分析与应用）,D248湖北汽车工业学院科技学院,1,1,1,467,237543,,
04药学,D249湖北医药学院药护学院,2,2,2,497,176607,,
0C制药工程,D249湖北医药学院药护学院,3,3,3,487,196247,,
01临床医学,D250湖北民族大学科技学院,10,10,10,485,201240,,
02中西医临床医学,D250湖北民族大学科技学院,5,5,5,485,200748,,
03医学检验技术,D250湖北民族大学科技学院,5,5,5,481,209283,,
04护理学,D250湖北民族大学科技学院,5,5,5,475,220648,,
01会计学（注册会计师）,D251湖北经济学院法商学院,10,10,10,478,215712,,
09新闻学,D253武汉体育学院体育科技学院,2,2,2,482,206879,,
0A经济学,D253武汉体育学院体育科技学院,2,2,2,484,203313,,
1G汉语言文学,D256湖北师范大学文理学院,2,2,2,497,176136,,
1J英语,D256湖北师范大学文理学院,2,2,2,494,181572,,
1Q学前教育,D256湖北师范大学文理学院,2,2,2,489,193296,,
02国际经济与贸易,D257湖北文理学院理工学院,1,1,1,482,206545,,
05汉语言文学,D257湖北文理学院理工学院,2,2,2,490,189985,,
09学前教育,D257湖北文理学院理工学院,1,1,1,481,209712,,
14计算机科学与技术,D257湖北文理学院理工学院,1,1,1,483,204912,,
16土木工程,D257湖北文理学院理工学院,1,1,1,469,233478,,
02光电信息科学与工程（5G通信智能光网络技术）,D262文华学院,2,2,2,476,217970,,
03计算机科学与技术,D262文华学院,2,2,2,479,212446,,
07通信工程（智能技术与5G应用）,D262文华学院,2,2,2,475,220560,,
08土木工程,D262文华学院,2,2,2,475,220163,,
09建筑环境与能源应用工程,D262文华学院,2,2,2,467,237613,,
10给排水科学与工程,D262文华学院,2,2,2,470,230691,,
22智能制造工程（3D打印及三维数字设计特色班）,D262文华学院,2,2,2,465,240580,,
23船舶与海洋工程（舰船及游艇设计）,D262文华学院,2,2,2,468,234840,,
25机器人工程,D262文华学院,2,2,2,479,211918,,
26电气工程及其自动化,D262文华学院,2,2,2,479,213738,,
28智能电网信息工程（无人机电力巡检特色班）,D262文华学院,2,2,2,463,244774,,
30国际经济与贸易,D262文华学院,1,1,1,481,209113,,
32工商管理,D262文华学院,1,1,1,485,201337,,
33会计学,D262文华学院,2,2,2,488,193687,,
36汉语言文学,D262文华学院,2,2,2,484,201931,,
43翻译,D262文华学院,2,2,2,479,213377,,
01机械设计制造及其自动化,D283浙江农林大学暨阳学院,3,3,3,466,238502,,
03计算机科学与技术,D283浙江农林大学暨阳学院,2,2,2,476,218092,,
02日语,D284温州医科大学仁济学院,4,4,4,480,210146,,
04临床医学,D284温州医科大学仁济学院,2,2,2,526,120556,,
05麻醉学,D284温州医科大学仁济学院,1,1,1,525,121939,,
06口腔医学,D284温州医科大学仁济学院,1,1,1,608,21434,,
08药学,D284温州医科大学仁济学院,2,2,2,495,179197,,
11医学检验技术,D284温州医科大学仁济学院,3,3,3,502,165639,,
15护理学,D284温州医科大学仁济学院,3,3,3,487,196527,,
18公共事业管理,D284温州医科大学仁济学院,3,3,3,479,212879,,
19法医学,D284温州医科大学仁济学院,1,1,1,511,147436,,
01中医学,D285浙江中医药大学滨江学院,1,1,1,551,79747,,
02临床医学,D285浙江中医药大学滨江学院,1,1,1,569,55652,,
03针灸推拿学,D285浙江中医药大学滨江学院,1,1,1,514,142994,,
05中药学,D285浙江中医药大学滨江学院,1,1,1,502,165252,,
06药学,D285浙江中医药大学滨江学院,1,1,1,524,123786,,
07护理学,D285浙江中医药大学滨江学院,2,2,2,490,190577,,
09生物技术,D285浙江中医药大学滨江学院,1,1,1,499,171088,,
10英语,D285浙江中医药大学滨江学院,2,2,2,494,182618,,
13电子商务,D286杭州师范大学钱江学院,3,3,3,498,173283,,
33工业设计,D286杭州师范大学钱江学院,3,3,3,477,216565,,
34电子信息工程,D286杭州师范大学钱江学院,4,4,4,480,209830,,
41法学,D286杭州师范大学钱江学院,2,2,2,517,136058,,
53机械设计制造及其自动化（数字化设计与制造）,D286杭州师范大学钱江学院,2,2,2,482,205672,,
01经济与贸易类,D287湖州师范学院求真学院,2,2,2,475,221482,,
14护理学,D287湖州师范学院求真学院,3,3,3,475,221420,,
02市场营销,D290浙江工商大学杭州商学院,2,2,2,505,159763,,
